Question,Equation,Answer,fold
"5장의 수 카드 1, 3, 4, 7, 8을 한 번씩만 사용하여 곱이 가장 큰 (세 자리 수)*(두 자리 수)를 만들어 계산한 결과는 얼마입니까?","max( [ ( 100 * i[0] + 10 * i[1] + i[2] ) * ( 10 * i[3] + i[4] ) for i in list( itertools.permutations( [ 1 , 3 , 4 , 7 , 8 ] , len( [ 1 , 3 , 4 , 7 , 8 ] ) ) ) ] )",61503,8
어떤 수에서 10씩 4번 뛰어서 세었더니 969가 되었습니다. 어떤 수는 얼마일까요?,969 - 10 * 4,929,1
바둑돌을 7:4로 나누었더니 더 많은 쪽의 바둑돌이 91개였습니다. 나누기 전의 바둑돌은 몇 개인지 구하시오.,( 91 / 7 ) *11,143,2
도화지 12장을 4명에게 똑같이 나누어 주려고 합니다. 한 명에게 몇 장씩 줄 수 있습니까?,12 / 4,3,5
"가장 큰 수의 기호를 쓰시오. (가) = 9367807644, (나) = 353458423791, (다) = 12912755494","[ '(가)' , '(나)' , '(다)' ] [ [ 9367807644 , 353458423791 , 12912755494 ].index( max( [ 9367807644 , 353458423791 , 12912755494 ] ) ) ]",(나),7
하나의 꽃집에 장미 44송이를 보냈습니다. 83개의 꽃집에 보낸 장미는 모두 몇 송이일까요?,44 * 83,3652,6
바구니에 병아리가 6마리 들어 있었습니다. 유나가 병아리를 3마리 더 넣었다면 바구니에 들어있는 병아리은 모두 몇 마리일까요?,6 + 3,9,6
60분에 78㎞를 달리는 트럭과 30분에 150km를 달리는 기차가 있습니다. 120분 동안 같은 속도로 달렸다면 기차는 트럭보다 몇㎞ 더 많이 가는 지를 쓰시오.,( 150 / 30 - 78 / 60 ) * 120,444,6
윤기는 색연필 3타를 사서 색연필 6자루를 가지고 나머지는 5명의 친구들에게 똑같이 나누어주려고 합니다. 친구들에게 각각 나누어주는 색연필은 몇 자루입니까?,( ( 3 * 12 ) - 6 ) / 5,6,6
"어떤 수로 87을 나누면 나머지가 2이고, 126을 나누면 나머지가 1입니다. 어떤 수를 구하시오.","min( [ i for i in range( 1 , 80 ) if 87 % i == 2 and 126 % i == 1 ] )",5,3
"학교에서 탁구공 23.0개와 축구공 7.0개를 구매했습니다. 학생 한 명당 6.0개의 공을 받을 때, 총 몇 명에게 나누어 줄 수 있습니까?",( 23.0 + 7.0 ) / 6.0,5,1
은지는 젤리 80.0개를 갖고 있습니다. 각 사람당 4.0개를 나누어 준다면 총 몇 명에게 나누어 줄 수 있습니까?,80.0 / 4.0,20,8
민영이는 화분을 5개 가지고 있었는데 1개를 선물로 받았습니다. 민영이가 가지고 있는 화분은 모두 몇 개 일까요?,5 + 1,6,2
석진이는 오이 62개를 사서 6개를 먹고 남는 오이를 한 봉지에 8개씩 담아 포장하려고 합니다. 필요한 봉지는 몇 장인가요?,( 62 - 6 ) / 8,7,6
교실에 어른은 없고 어린이만 7명 있습니다. 교실에 있는 사람은 모두 몇 명일까요?,0 + 7,7,2
주차장에 승용차가 31대 있고 트럭은 승용차보다 10대 더 많이 있습니다. 주차장에 있는 트럭은 몇 대일까요?,31 + 10,41,7
12명이 일하는 공장에 한 사람이 하루에 20개의 물건을 만든다고 한다. 이 공장에서 2주 동안 만들 수 있는 물건은 모두 몇 개 인지 쓰시오.,12 * 20 * ( 2 * 7 ),3360,1
"어느 과수원에서 배를 오전에 27개, 오후에 29개 땄습니다. 딴 배를 봉지에 똑같이 나누어 담아서 남는 것 없이 모두 포장하였더니 8봉지가 되었습니다. 한 봉지에 배를 몇 개씩 담았는가?",( 27 + 29 ) / 8,7,7
5명씩 앉을 수 있는 긴 의자가 있습니다. 학생 30명이 의자에 모두 앉으려면 긴 의자는 몇 개 필요합니까?,30 / 5,6,2
남준이는 무를 뽑아서 한 상자에 214개씩 담았습니다. 2 바구니에 담긴 무는 모두 몇 개입니까?,214 * 2,428,5
"석진이는 백화점에서 9.0개의 넥타이와 27.0개의 벨트를 샀습니다. 20.0개의 벨트를 버렸을 때, 총 몇 개의 옷이 남았습니까?",9.0 + 27.0 - 20.0,16,7
한 학급에 학생이 32명씩 모두 10개의 학급이 있습니다. 한 사람이 하루에 우유 한 곽씩 마신다면 5일동안 3학년 학생들이 마신 우유는 모두 몇 곽인지 쓰시오.,32 * 10 * 5,1600,1
어떤 수에서 318을 뺐더니 511이되었습니다. 어떤 수는 얼마입니까?,511 + 318,829,8
기차에 19명이 타고 있었습니다. 다음 역에서 몇 명이 탔더니 32명이 되었습니다. 다음 역에서 탄 사람은 몇 명인가요?,32 - 19,13,8
"윤기는 과자 12.0 상자를 구입하고 동생에게 5.0개의 과자를 주었습니다. 각 상자에는 3.0개의 과자가 들어 있다고 할 때, 윤기가 가진 과자의 개수는 몇 개 입니까?",3.0 * ( 12.0 - 5.0 ),21,1
"3장의 수 카드 3, 5, 4를 한 번씩만 사용하여 세 자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수 와 가장 작은 수의 합을 구하시오.","[ 100 * i[0] + 10 * i[1] + i[2] for i in [ sorted( [ 3 , 5 , 4 ] , reverse = True ) ] ] [0] + [ 100 * i[0] + 10 * i[1] + i[2] for i in [ sorted( [ 3 , 5 , 4 ] ) ] ] [0]",888,1
"6학년 학생들이 박물관으로 현장 체험 학습을 갔습니다. 우리 반은 43명 중에서 2명이 가지 않았고, 버스에는 담임 선생님과 기사님, 그리고 가이드 2명이 타셨습니다. 버스에는 모두 몇 명이 타고 있는지 쓰시오.",43 - 2 + 2 + 2,45,3
야구공이 한 상자에 25개씩 들어 있습니다. 9상자에 들어 있는 야구공은 모두 몇 개입니까?,25 * 9,225,2
학생 16명에게 문제지를 한 장씩 나누어 주려고 합니다. 문제지가 8장 있다면 몇 장 더 필요한지 구하세요.,16 - 8,8,4
사람들이 번호 순서대로 줄을 섰습니다. 지민이가 38번이라면 지민이 바로 뒤에 서 있는 사람은 몇 번일까요?,38 + 1,39,6
한 박스에는 대추가 96개 들어있습니다. 90개의 박스 안에 있는 대추는 모두 몇 개일까요?,96 * 90,8640,7
"47, 27, 43, 12, 34, 37, 40, 38 와 같은 규칙으로 수가 반복된다고 할 때 46번째 수는 무엇인가?","[ 47 , 27 , 43 , 12 , 34 , 37 , 40 , 38 ] [ 46 % 8 - 1 ]",37,1
72쪽짜리 영어 문제집을 하루에 9쪽씩 매일 풀려고 합니다. 이 영어 문제집을 모두 풀려면 며칠이 걸립니까?,72 / 9,8,4
남준이는 비닐하우스에서 포도를 어제는 52송이 땄고 오늘은 31송이 땄습니다. 남준이가 어제와 오늘 딴 포도는 모두 몇 송이일까요?,52 + 31,83,2
"작년에 만화책을 정국이는 7권 읽었고, 석진이는 정국이보다 4권 더 적게 읽었습니다. 정국이와 석진이가 작년에 읽은 만화책은 모두 몇 권인지 구하세요.",7 + 7 - 4,10,8
오늘 동물원에 입장한 남자는 248명이고 여자는 남자보다 125명 더 많습니다. 오늘 동물원에 입장한 여자는 몇 명입니까?,248 + ( 248 + 125 ),621,7
정국이는 처음에 500원을 가지고 있다가 150원짜리 과자를 하나 사먹었고 어머니께 돈을 350원 받았습니다. 정국이가 지금 가지고 있는 돈은 얼마입니까?,500 - 150 + 350,700,4
어떤 수에서 41을 빼야 하는데 잘못하여 27을 뺀 결과가 22이 나왔습니다. 바르게 계산한 결과를 구하시오.,22 + 27 - 41,8,6
어떤 수에서 9을 뺐더니 64가 되었습니다. 어떤 수에서 66를 빼면 얼마가 되는지 구하시오.,9 + 64 - 66,7,5
어떤 수를 2로 나누어야 할 것을 잘못하여 4로 나누었더니 몫이 3이 되었습니다. 바르게 계산하면 얼마인지 구해보시오.,( 3 * 4 ) / 2,6,1
태형이는 공부를 어제는 153분하였고 오늘은 어제보다 198분을 더 많이 하였습니다. 태형이가 이틀 동안 한 공부는 모두 몇 분입니까?,153 + ( 153 + 198 ),504,4
색연필의 길이는 15cm보다 6mm 더 깁니다. 색연필의 길이는 몇 mm인가?,( 15 * 10 ) + 6,156,9
민영이는 8.0개의 라면을 갖고 있습니다. 호석이가 62.0개의 라면을 주었다면 민영이가 갖고 있는 라면은 몇 개입니까?,8.0 + 62.0,70,4
"유정이는 연필을 9자루 샀고, 색연필은 연필보다 3자루 더 적게 샀습니다. 유정이가 산 학용품은 모두 몇 자루일까요?",9 + 9 - 3,15,9
어떤 자연수를 72로 나눌 때 나머지가 될 수 있는 수 중에서 가장 큰 수는 얼마입니까?,72 - 1,71,8
"호석이가 방학동안 소설책 3권, 만화책 9권, 역사서 1권을 읽었습니다. 호석이가 방학 동안 읽은 책은 모두 몇 권일까요?",3 + 9 + 1,13,3
남준이는 도화지를 9장 가지고 있었습니다. 그중에서 5장을 누나에게 주었습니다. 남준이에게 남은 도화지는 몇 장일까요?,9 - 5,4,2
"유나는 100원짜리 동전 5개, 10원짜리 동전 12개, 1원짜리 동전 7개를 가지고 있습니다. 유나가 가지고 있는 돈은 모두 얼마일까요?",100 * 5 + 10 * 12 + 7 * 1,627,8
어느 가게에서 봄맞이 할인 행사를 하여 바지 876벌 중에서 659벌을 팔았습니다. 팔고 남은 바지는 몇 벌인가요?,876 - 659,217,3
어떤 수에 9를 곱했더니 81가 되었습니다. 어떤 수를 구하시오.,81 // 9,9,6
정국이와 지민이가 박물관에 입장하기 위해 번호표를 뽑아서 기다리고 있습니다. 정국이가 가진 번호표는 374번이고 지민이가 가진 번호표는 369번입니다. 누가 먼저 입장 할 수 있을까요?,'정국' if 374 < 369 else '지민',지민,7
마당에 고양이 6마리와 닭이 있습니다. 다리를 세어보니 모두 36개였을 때 닭은 몇마리입니까?,( 36 - ( 4 * 6 ) ) / 2,6,5
A를 7로 나누면 몫이 6입니다. A를 구하시오.,7 * 6,42,8
배추 14개를 두 바구니에 나누어 담으려고 합니다. 배추를 한 바구니에 6개 담으면 다른 바구니에는 몇 개 담아야 하는가?,14 - 6,8,8
빵 126개를 한 사람에게 6개씩 주려고 합니다. 몇 명에게 나누어 줄 수 있습니까?,126 // 6,21,8
열대어 27마리를 어항 9개에 똑같이 나누어 담으려고 합니다. 어항 한 개에 열대어를 몇 마리씩 담아야 합니까?,27 / 9,3,5
10분에 13km를 달리는 자동차와 15분에 12km를 달리는 버스가 있습니다. 30분 동안 같은 속도로 달렸다면 자동차는 버스보다 몇 km 더 많이 가는 지 쓰시오.,( ( 13 / 10 ) - ( 12 / 15 ) ) * 30,15,6
크기가 같은 정삼각형을 여러 개 만들려고 길이가 320cm인 끈을 15명에게 똑같이 나누어 주었더니 5cm가 남았습니다. 만든 정삼각형의 한 변의 길이는 몇 cm 일까요?,( 320 - 5 ) / 15,21,5
"태형이는 꽃집에서 튤립 2송이, 카네이션 3송이, 수국 3송이를 샀습니다. 태형이가 산 꽃은 모두 몇 송이일까요?",2 + 3 + 3,8,2
어떤 수를 9로 나누어야 할 것을 잘못하여 6으로 나누었더니 몫이 6이 되었습니다. 바르게 계산하면 몫은 얼마입니까?,( 6 * 6 ) / 9,4,1
"윤기와 호석이는 어제와 오늘 축구 시합을 하였습니다. 윤기는 어제 6개, 오늘 8개의 골을 넣었고, 호석이는 어제 7개, 오늘 5개의 골을 넣었습니다. 2일 동안 누가 골을 더 많이 넣었을까요?",'윤기' if 6 + 8 > 7 + 5 else '호석',윤기,1
"정국이는 4.0권의 책을 읽었습니다. 각 책은 17.0장 일 때, 총 몇 장을 읽었습니까?",4.0 * 17.0,68,9
"3개의 수 220, 376, 507가 있습니다. 그 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?","max( 220 , 376 , 507 ) - min( 220 , 376 , 507 )",287,9
"비가 어제는 3cm, 오늘은 7mm 내렸습니다. 비는 어제와 오늘 모두 몇 cm 내렸습니까?",3 + ( 7 / 10 ),3.70,2
한 대에 29명씩 탈 수 있는 버스가 있습니다. 이 버스 5대에 탈 수 있는 인원은 모두 몇 명입니까?,29 * 5,145,1
"자연수 배열 35, 67, 99, 131 의 규칙에 따라 131 다음에 오는 수를 예측하시오.",131 + ( 67 - 35 ),163,4
꽃병에 빨간색 장미 2송이와 파란색 장미 6송이가 꽂혀 있습니다. 꽃병에 꽂혀 있는 장미는 모두 몇 송이일까요?,2 + 6,8,9
지민이는 구슬을 6개 가지고 있습니다. 지민이와 동생이 구슬을 똑같이 나누어 가지려면 각각 몇개를 가져야 하나요?,6 / 2,3,1
"민영이는 7.0개의 검은 풍선을 갖고 있습니다. 은지는 민영이보다 4.0배 더 많은 풍선을 갖고 있을 때, 은지가 갖고 있는 풍선은 몇 개입니까?",7.0 * 4.0,28,9
"서로 다른 두 자연수 A, B가 있습니다. 'A+B=30', 'A=B+B+B+B'일 때, A를 구하시오.",30 / ( 4 + 1 ),6,8
봉지에 색종이가 10개씩 묶음 2개와 낱개 3개가 들어 있습니다. 봉지에 들어 있는 색종이는 모두 몇 개일까요?,10 * 2 + 3,23,4
남준이는 348㎝의 밧줄로 고춧대를 묶으려고 합니다. 밧줄을 70㎝씩 잘라서 고춧대를 묶는다면 고춧대를 몇 개까지 묶을 수 있습니까?,348 // 70,4,4
"4개의 숫자의 배열 83.28, 46, 24.77, 18이 있습니다. 이 배열에서 18보다 큰 수는 몇 개입니까?","4 - sorted( [ 83.28 , 46 , 24.77 , 18 ] ).index( 18 ) - 1",3,5
B의 일의 자리 수와 백의 자리 수를 바꾼 후 395와 더하였더니 723이 되었다면 처음 세 자리 수와 189의 차는 얼마입니까?,( 723 - 395 ) + ( ( 723 - 395 ) % 10 - ( 723 - 395 ) // 100 ) * 99 - 189,634,8
"1,2,3,4,5,6,7,1,2,3,4,5,6,7과 같이 반복되는 수열이 있습니다. 왼쪽에서 57째 번 숫자는 무엇입니까?","[ 1 , 2 , 3 , 4 , 5 , 6 , 7 ] [ 57 % 7 - 1 ]",1,5
"남자 50명은 25명씩 모둠을 만들고, 여자 60명은 30명씩 모둠을 만들었다. 만든 모둠은 모두 몇 모둠인지 구해 보시오.",50 / 25 + 60 / 30,4,2
길이의 차가 5cm 6mm인 두 철사가 있습니다. 이 철사들을 겹치지 않게 이었더니 전체 길이가 24cm가 되었습니다. 길이가 더 긴 철사의 길이는 몇mm 입니까?,( 24 * 10 - ( 5 * 10 + 6 ) ) / 2 + 5 * 10 + 6,148,6
호석이는 8살입니다. 석진이는 호석이보다 1살 더 적고 유정이는 석진이보다 1살 더 적습니다. 유정이는 몇 살일까요?,8 - 1 - 1,6,7
"석진이는 6.0개의 조개와 4.0개의 불가사리를 발견했습니다. 4.0개의 조개를 바다에 뿌렸을 때, 석진이가 가진 조개는 몇 개 입니까?",6.0 - 4.0,2,6
"3장의 수 카드 7, 5, 2를 한 번씩만 사용하여 세 자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 차를 구하시오.","[ 100 * i[0] + 10 * i[1] + i[2] for i in [ sorted( [ 7 , 5 , 2 ] , reverse = True ) ] ] [0] - [ 100 * i[0] + 10 * i[1] + i[2] for i in [ sorted( [ 7 , 5 , 2  ] ) ] ] [0]",495,8
끈 74cm를 사서 38cm를 잘라 동생을 주었습니다. 남은 끈을 모두 이용하여 정사각형을 한 개 만들려고 합니다. 만든 정사각형의 한 변의 길이는 얼마인지 쓰시오.,( 74 - 38 ) / 4,9,8
줄넘기를 호석이는 20회 하였고 유나는 10회 하였습니다. 호석이와 유나가 한 줄넘기는 모두 몇 회일까요?,20 + 10,30,6
서점에서 책 125권을 25권씩 묶어서 팔려고 합니다. 총 몇 묶음이 만들어지는지 쓰시오.,125 / 25,5,8
"일의 자리 숫자가 6이고, 십의 자리 숫자가 4인 두 자리 수보다 9 작은 수는 얼마입니까?",10 * 4 + 6 - 9,37,8
"남준이와 지민이는 모양과 크기가 같은 색종이를 한 장씩 가지고 있습니다. 색종이를 남준이는 1/9만큼 사용했고, 지민이는 1/7만큼 사용했습니다. 색종이를 더 많이 사용한 사람은 누구입니까?","""남준"" if 1/9 > 1/7 else ""지민""",지민,8
"공책이 12개 있습니다. 그중에서 은지가 5개를 가져가고, 유나가 4개를 가져갔습니다. 은지와 유나가 가져가고 남은 공책은 몇 개일까요?",12 - 5 - 4,3,9
"남준, 호석, 지민이가 뽑은 수 카드는 각각 248, 875, 536입니다. 세 사람이 뽑은 수 카드에 적힌 수 중에서 가장 큰수와 가장 작은 수의 차를 구해보시오","max( 248 , 875 , 536 ) - min( 248 , 875 , 536 )",627,6
(가)에서 출발하는 버스에 343명이 탔습니다. 다음 역에서 176명이 내리고 새로 탄 사람은 없었습니다. 버스에는 몇 명이 타고 있나요?,343 - 176,167,6
"어떤 수를 55로 곱하여야 하는데 잘못하여 나누었더니 몫이 13이고, 나머지가 14였습니다. 옳게 계산한 값을 구하시오.",( 55 * 13 + 14 ) * 55,40095,5
한 봉지에 13개씩 들어 있는 구슬이 6봉지 있습니다. 6봉지에 들어 있는 구슬은 모두 몇 개인가?,13 * 6,78,3
대추가 10개 있습니다. 태형이가 대추를 2개 먹으면 대추는 몇 개 남을까요?,10 - 2,8,7
빈 병이 36개 있습니다. 한 바구니에 빈 병을 9개씩 담으려고 합니다. 바구니는 몇 바구니 필요합니까?,36 / 9,4,7
냉장고에 음료수가 76병 들어있습니다. 61개의 냉장고 안에 있는 음료수는 모두 몇 병일까요?,76 * 61,4636,5
"어느 주스 가게에서 생과일을 직접 갈아서 팔고있습니다. 귤 주스 3/10l가 600원, 파인애플 주스 2/10l가 500원일 때, 귤 주스 0.5l와 파인애플 주스 0.7l의 가격은 모두 얼마입니까?",( 600 * ( 1 / 10 ) ) / ( 3 / 10 ) * 5 + ( ( 500 * ( 1 / 10 ) ) / ( 2 / 10 ) ) * 7,2750,4
민영이는 꽃 4개를 만들기 위해 철사 488cm를 4도막으로 똑같이 나누었더니 한 도막의 길이가 122cm였습니다. 정국이도 미영이와 같은 방법으로 철사 4.88m를 사용하여 꽃 4개를 만들려고 합니다. 정국이가 꽃 한 개를 만들기 위해 필요한 철사는 몇 m 입니까?,4.88 / 4,1.22,1
호석이는 122.0개의 자두와 105.0개의 복숭아를 갖고 있습니다. 호석이가 가진 과일은 총 몇 개입니까?,122.0 + 105.0,227,5
한 상자에는 김밥이 87줄 들어있습니다. 66개의 상자 안에 있는 김밥은 모두 몇 줄일까요?,87 * 66,5742,5
과자가 18개씩 들어 있는 바구니가 4개 있습니다. 과자를 38명에게 1개씩 나누어 주었다고 할 때 남은 과자는 몇 개입니까?,( 18 * 4 ) % 38,34,3
무 40개를 봉지 5개에 똑같이 나누어 담으려고 합니다. 봉지 한 개에 무를 몇 개씩 담아야 합니까?,40 / 5,8,8
꿀벌은 0.36의 꿀을 생산했지만 민영이가 0.05의 꿀을 먹었습니다. 얼마나 많은 꿀이 남아 있습니까?,0.36 - 0.05,0.31,8
박스 하나에 메론 27개를 넣었습니다. 69개의 박스 안에 있는 메론은 모두 몇 개일까요?,27 * 69,1863,2
넓이가 21cm^2인 직사각형이 있습니다. 이 직사각형의 가로가 4.2cm일 때 세로는 몇 cm입니까?,21 / 4.2,5,5
호석이는 귤 685개를 상자에 15개씩 담아 포장하였습니다. 포장하고 남는 귤은 몇 개인지 옳게 구한 것은 어느 것입니까?,685 % 15,10,8
"윤기는 36.0마리의 개구리와 18.0마리의 달팽이가 있습니다. 윤기가 개구리 26.0마리를 팔았을 때, 남은 애완동물은 몇 마리입니까?",36.0 + 18.0 - 26.0,28,8
"유정이는 무박스 9.0개를 가졌습니다. 3.0개를 동생에게 주고, 각 무박스에는 2.0개의 무가 들어있습니다. 총 무의 개수는 몇 개 입니까?",2.0 * ( 9.0 - 3.0 ),12,4
성적이 낮은 사람부터 순서대로 9명이 한 줄로 서 있습니다. 호석이가 앞에서부터 5번째에 서 있습니다. 성적이 높은 사람부터 순서대로 다시 줄을 서면 호석이는 앞에서부터 몇 번째에 서게 됩니까?,9 - 5 + 1,5,4
"화분에 빨간색 카네이션이 2송이, 분홍색 카네이션이 1송이, 흰색 카네이션이 2송이 꽃혀 있습니다. 화분에 꽂혀 있는 카네이션은 모두 몇 송이일까요?",2 + 1 + 2,5,2
"윤기는 50.0마리의 물고기를 키웁니다. 은지에게 35.0마리를 주었다면, 총 몇 마리의 물고기가 있습니까?",50.0 - 35.0,15,5
"1/7짜리 끈을 호석이는 4도막, 정국이는 6도막, 남준이는 5도막 가지고 있습니다. 끈을 가장 많이 가지고 있는 사람은 누구입니까?","'호석' if max( 4 , 6 , 5 ) == 4 else ( '남준' if max( 4 , 6 , 5 ) == 5 else '정국' )",정국,3
어떤 수에 18을 더할 것을 잘못하여 뺐더니 35가 되었습니다. 바르게 계산하면 얼마일까요?,35 + 18 + 18,71,8
유나의 반 학생 수는 20명입니다. 담임선생님께서 학생들에게 사탕을 69개씩 나누어 주었더니 11개가 남았습니다. 처음에 사탕은 몇 개 있었나요?,69 * 20 * 11,1391,2
어떤 수에 24를 더하면 81과 같습니다. 어떤 수보다 16 큰 수는 얼마일까요?,81 - 24 + 16,73,4
남준이는 저녁 식사에 18.0명을 초대했습니다. 그중 12.0명은 오지 않았습니다. 식탁 당 3.0명 씩 앉을 수 있다면 총 몇 개의 식탁이 필요합니까?,( 18.0 - 12.0 ) / 3.0,2,4
어떤 소수의 소수점을 오른쪽으로 두 자리 옮기면 원래보다 10.28만큼 커집니다. 원래의 소수를 구하시오,10.28 / ( ( 10 ** 2 ) - 1 ),0.10,7
도서관에 책이 98권 있었습니다. 그 중에서 학생들이 몇 권을 빌려 갔더니 도서관에 남아 있는 책은 29권 이었습니다. 학생들이 빌려 간 책은 몇 권인지 쓰세요.,98 - 29,69,2
호석이는 한 봉지에 6개씩 들어 있는 라면 12봉지를 사서 12명의 친구와 똑같이 나누어 가졌습니다. 이 중에서 1개를 어머니에게 주었다면 호석이에게 남은 라면은 몇 개 인가요? ,6 * 12 / 12 - 1,5,6
지우개 10개를 상자 2개에 똑같이 나누어 담으려고 합니다. 상자 한 개에 지우개를 몇 개씩 담아야 합니까?,10 / 2,5,6
유나는 총 42.0권의 책을 갖고 있습니다. 책꽂이에 각각 3개의 책을 꽂는다면 총 몇 개의 책꽂이가 필요합니까?,42.0 / 3,14,9
"서로 다른 88마리의 병아리가 있다. 그 중에서 87마리의 병아리를 고르려고 할 때, 고를 수 있는 경우의 수를 구하여라.","math.comb( 88 , 87 )",88,3
민영이에게는 7.0개의 귤박스가 있습니다. 각 박스에는 7.0개의 귤이 있습니다. 총 몇 개의 귤을 갖고 있습니까?,7.0 * 7.0,49,7
"엘리베이터에 3명이 타고 있었습니다. 2층에서 2명이 타고, 5층에서 3명이 탔습니다. 엘리베이터에 남은 사람은 몇 명일가요?",3 + 2 + 3,8,4
남준이는 수박을 하루에 7개씩 먹는다고 합니다. 남준이가 4월 한 달 동안 먹게 되는 수박은 모두 몇 개인가?,7 * 30,210,5
"81.9, 22.3, 28, 3, 55 중 가장 큰 수를 가장 작은 수로 나눈 몫을 구하시오.","max( 81.9 , 22.3 , 28, 3 , 55 ) // min( 81.9 , 22.3 , 28, 3 , 55 )",27,9
54과 216을 어떤 수로 나누면 두 수 모두 나누어 떨어집니다. 어떤 수 중에서 가장 큰 수를 구하시오.,"math.gcd( 54 , 216 )",54,2
급식실에 의자가 80개 있습니다. 한 식탁에 의자를 10개씩 놓는다면 필요한 식탁의 개수는 몇 개입니까?,80 / 10,8,3
50명이 짝을 지어 놀이를 하였습니다. 한 모듬에 10명씩 짝을 지었다면 모둠을 몇 개 만들 수 있는지 구하시오.,50 / 10,5,4
"남준이와 윤기는 각각 같은 김밥을 한 줄씩 사서 먹은 후 남은 양을 알아보니 남준이는 전체의 6/13, 윤기는 전체의 4/13이 남았습니다. 김밥을 더 많이 먹은 사람은 누구인가요?",'윤기' if 6 / 13 > 4 / 13 else '남준',윤기,8
호석이네 모둠은 막대 15개을 3개씩 나누어 가졌고 유정이네 모둠은 막대 16개을 4개씩 나누어 가졌습니다. 막대를 나누어 가진 학생은 모두 몇 명일까요?,15 / 3 + 16 / 4,9,7
전기줄에 참새가 80마리 있었는데 51마리가 날아갔습니다. 전깃줄 위에 남아 있는 참새는 몇 마리일까요?,80 - 51,29,7
"유나는 왼쪽부터 검은색 바둑돌과 흰색 바둑돌을 번갈아가며 30개 놓았고, 지민이는 왼쪽부터 검은색 바둑돌 2개, 흰색 바둑돌 하나를 반복해서 30개 놓았다. 이 때, 같은 자리에 흰색 바둑돌을 놓는 경우는 모두 몇 번입니까?","len( [ j for j in [ i for i in range( ( 1 + 1 ) - 1 , 30 , 1 + 1 ) ] if j in [ i for i in range( ( 2 + 1 ) - 1 , 30 , 2 + 1 ) ] ] )",5,7
마트에 감이 925개 있었습니다. 그중에서 519개를 팔았다면 남은 감은 몇 개입니까?,925 - 519,406,2
"석진이네 조엔 남아가 6명, 여아가 3명입니다. 석진이네 조에 있는 아이는 모두 몇 명일까요?",6 + 3,9,4
"유정이는 텃밭에서 8.0개의 대파를 키웠습니다. 벌레가 3.0개를 먹었을 때, 유정이는 몇 개의 대파를 갖고 있습니까?",8.0 - 3.0,5,6
" A, B, C, D, E, F의 여섯 팀이 탁구 시합을 한다. 어느 팀과도 한 번씩 시합을 한다고 할 때, 모두 몇 번의 시합이 있겠는가?","math.comb( 6 , 2 )",15,1
당근 4개를 서로 다른 세 마리의 토끼에게 나누어 주려고 한다. 토끼는 적어도 당근 1개는 받습니다. 당근을 나누어 주는 방법은 모두 몇 가지 입니까?,"math.comb( 4 - ( 3 * 1 ) + 3 - 1 , 4 - ( 3 * 1 ) )",3,9
라면이 5개씩 6봉지 있습니다. 이 중에서 라면 9개를 먹었다면 남은 라면은 몇 개인가요?,5 * 6 - 9,21,1
"학생들이 복도에 한 줄로 서 있습니다. 정국이는 4번째, 민영이는 7번째에 서 있습니다. 정국이와 민영이 사이에는 몇 명이 서 있을까요?",7 - 4 - 1,2,8
연필 10자루를 한 봉지에 2자루씩 담으려고 합니다. 몇 봉지에 담을 수 있는가?,10 / 2,5,9
민영이네 가족은 3명입니다. 정국이네 가족은 민영이네 가족보다 3명이 더 많습니다. 민영이네 가족과 정국이네 가족은 모두 몇 명입니까?,3 + 3 + 3,9,8
배추 12개를 한 봉지에 3개씩 담아 팔려고 합니다. 몇 봉지를 팔 수 있는지 두 가지 방법으로 구해 보시오.,12 / 3,4,2
"호석이네 모둠은 과자 36개를 6명이 똑같이 나누어 가졌고, 유나네 모둠은 과자 25개를 5명이 똑같이 나누어 가졌습니다. 한명이 가지게 되는 과자의 개수가 더 많은 모둠은 누구의 모둠입니까?",'호석' if 36 / 6 > 25 / 5 else '유나',호석,4
"5, 15, 45, 95, 165과 같은 규칙으로 수를 배열하고 있습니다. 10번째 수를 구하시오.","sum( [ 2 * i + 1 for i in range( 1 , 10 - 1 ) ] ) * ( 15 - 5 ) + 15",815,2
"급식실에 학생이 25명이 있었는데, 잠시 후 학생 3명이 강당으로 들어갔습니다. 급식실에 있는 학생은 모두 몇 명일까요?",25 - 3,22,5
"감자를 호석이는 6개 먹었고, 민영이는 호석이보다 3개 더 많이 먹었습니다. 호석이와 민영이가 먹은 감자는 모두 몇 개일까요?",6 + 6 + 3,15,5
은지네 학교에서 수영장까지의 거리는 1km보다 200m 더 멉니다. 은지네 학교에서 수영장까지의 거리는 몇 m입니까?,( 1 * 1000 ) + 200,1200,8
20부터 70까지의 수 중에서 3의 배수는 모두 몇 개입니까?,"len( [ i for i in range( 20 , 70 + 1 ) if i % 3 == 0 ] )",17,2
줄기에 수박이 5개 달려 있었습니다. 그 중에서 2개를 따서 먹었습니다. 줄기에 남은 수박은 몇 개인가?,5 - 2,3,5
"그림 그리기 대회에 남학생이 324명, 여학생이 218명 참가했습니다. 남학생은 여학생보다 몇 명 더 많이 참가했나요?",324 - 218,106,7
유정이는 55.0개의 무를 갖고있습니다. 민영이가 44.0개의 무를 먹었다면 남은 무의 개수는?,55.0 - 44.0,11,8
