Question,Equation,Answer,comment,Question2,Numbers,Names,Equation2
name0이는 오전에 접은 학 number0개와 오후에 접은 학 number1개를 number2개씩 봉지에 담아 모두 포장하였습니다. 포장한 봉지는 모두 몇 개입니까?,( number0 + number1 ) / number2,8,0,name0이는 오전에 접은 학 number0개와 오후에 접은 학 number1개를 number2개씩 봉지에 담아 모두 포장하였습니다. 포장한 봉지는 모두 몇 개입니까?,22 18 5 ,석진 ,( number0 + number1 ) / number2
name0이는 위인전 number0쪽을 일주일 동안 매일 똑같이 나누어 읽었습니다. name1이가 하루에 읽은 위인전의 쪽수를 쓰시오.,number0 / 7,8,0,name0이는 위인전 number0쪽을 일주일 동안 매일 똑같이 나누어 읽었습니다. name1이가 하루에 읽은 위인전의 쪽수를 쓰시오.,56 ,민영 ,number0 / 7
상자가 number0개 있습니다. number1명에게 number2개씩 나누어 주려고 합니다. 상자를 받을 수 있는 학생은 몇 명입니까?,number0 / number2,6,0,상자가 number0개 있습니다. number1명에게 number2개씩 나누어 주려고 합니다. 상자를 받을 수 있는 학생은 몇 명입니까?,24 1 4 ,,number0 / number2
전체가 number0쪽인 동화책을 number1쪽까지 읽었습니다. 남은 책을 일주일 동안 매일 같은 양씩 읽어서 모두 읽으려고 합니다. 하루에 읽어야 하는 책은 몇쪽인가요?,( number0 - number1 ) / 7,8,1 (일주일),전체가 number0쪽인 동화책을 number1쪽까지 읽었습니다. 남은 책을 일주일 동안 매일 같은 양씩 읽어서 모두 읽으려고 합니다. 하루에 읽어야 하는 책은 몇쪽인가요?,100 44 ,,( number0 - number1 ) / 7
마당에 고양이 number0마리와 닭이 있습니다. 다리를 세어보니 모두 number1개였을 때 닭은 몇마리입니까?,( number1 - ( 4 * number0 ) ) / 2,6,1 (동물 다리 수),마당에 고양이 number0마리와 닭이 있습니다. 다리를 세어보니 모두 number1개였을 때 닭은 몇마리입니까?,6 36 ,,( number1 - ( 4 * number0 ) ) / 2
어머니께서 name0를 number0개 사오셨습니다. 집에 number1개를 남겨두고 할머니 number2분께 똑같게 나누어 드리려고 합니다. 한 할머니에게 나누어 드릴 name1의 개수는?,( number0 - number1 ) / number2,5,0,어머니께서 name0를 number0개 사오셨습니다. 집에 number1개를 남겨두고 할머니 number2분께 똑같게 나누어 드리려고 합니다. 한 할머니에게 나누어 드릴 name1의 개수는?,34 4 6 ,배 포도 배 ,( number0 - number1 ) / number2
name0이네는 닭 number0마리와 돼지를 키우고 있습니다. 다리의 개수가 모두 number1개일 때 돼지는 모두 몇 마리입니까?,( number1 - ( 2 * number0 ) ) / 4,8,1 (동물 다리 수),name0이네는 닭 number0마리와 돼지를 키우고 있습니다. 다리의 개수가 모두 number1개일 때 돼지는 모두 몇 마리입니까?,8 48 ,남준 ,( number1 - ( 2 * number0 ) ) / 4
name0이는 종이학을 number0분에 number1개씩 접을 수 있습니다. 그렇다면 number2분 동안 접을 수 있는 종이학의 개수를 쓰시오.,number2 / ( number0 / number1 ),5,0,name0이는 종이학을 number0분에 number1개씩 접을 수 있습니다. 그렇다면 number2분 동안 접을 수 있는 종이학의 개수를 쓰시오.,6 2 15 ,지민 ,number2 / ( number0 / number1 )
"name0이네 모둠은 name1 number0개를 number1명이 똑같이 나누어 가졌고, name2네 모둠은 name3 number2개를 number3명이 똑같이 나누어 가졌습니다. number4명이 가지게 되는 name4의 개수가 더 많은 모둠은 누구의 모둠입니까?",'name1' if number0 / number1 > number2 / number3 else 'name0',호석,0,"name0이네 모둠은 name1 number0개를 number1명이 똑같이 나누어 가졌고, name2네 모둠은 name3 number2개를 number3명이 똑같이 나누어 가졌습니다. number4명이 가지게 되는 name4의 개수가 더 많은 모둠은 누구의 모둠입니까?",36 6 25 5 1 ,유나 호석 과자 ,'name1' if number0 / number1 > number2 / number3 else 'name0'
name0이에게 자두가 number0개 있습니다. name1이는 number1개의 자두를 먹고 남은 자두를 number2개씩 친구들에게 나누어주려고 합니다. 몇 명의 친구에게 나누어줄 수 있을까요?,( number0 - number1 ) / number2,6,0,name0이에게 자두가 number0개 있습니다. name1이는 number1개의 자두를 먹고 남은 자두를 number2개씩 친구들에게 나누어주려고 합니다. 몇 명의 친구에게 나누어줄 수 있을까요?,41 5 6 ,정국 남준 ,( number0 - number1 ) / number2
name0이는 길이가 number0cm인 끈으로 크기가 같은 정사각형 number1개를 만들었습니다. 정사각형 number2개의 한 변의 길이를 구하시오.,( number0 / number1 ) / 4,2,1 (정사각형),name0이는 길이가 number0cm인 끈으로 크기가 같은 정사각형 number1개를 만들었습니다. 정사각형 number2개의 한 변의 길이를 구하시오.,16 2 1 ,태형 ,( number0 / number1 ) / 4
name0는 number0쪽짜리 문제집을 매일 number1장씩 풀고 있습니다. 지금까지 number2일 동안 문제집을 풀었다면 며칠 후에 문제집을 다 풀 수 있는지 쓰시오.,( number0 - ( number1 * number2 ) ) / number1,5,0,name0는 number0쪽짜리 문제집을 매일 number1장씩 풀고 있습니다. 지금까지 number2일 동안 문제집을 풀었다면 며칠 후에 문제집을 다 풀 수 있는지 쓰시오.,81 9 4 ,은지 ,( number0 - ( number1 * number2 ) ) / number1
끈 number0cm를 사서 number1cm를 잘라 동생을 주었습니다. 남은 끈을 모두 이용하여 정사각형을 number2개 만들려고 합니다. 만든 정사각형의 한 변의 길이는 얼마인지 쓰시오.,( number0 - number1 ) / 4,9,정사각형,끈 number0cm를 사서 number1cm를 잘라 동생을 주었습니다. 남은 끈을 모두 이용하여 정사각형을 number2개 만들려고 합니다. 만든 정사각형의 한 변의 길이는 얼마인지 쓰시오.,74 38 1 ,,( number0 - number1 ) / 4
색연필 number0타를 number1명의 어린이에게 똑같이 나누어 주려면 한 사람에게 나누어 주는 색연필은 몇 자루입니까?,( 12 * number0 ) / number1,6,3타 = 36,색연필 number0타를 number1명의 어린이에게 똑같이 나누어 주려면 한 사람에게 나누어 주는 색연필은 몇 자루입니까?,3 6 ,,( 12 * number0 ) / number1
name0이가 name1를 number0개를 사서 number1개를 먹고 나머지는 친구들에게 number2개씩 똑같이 나누어 주려고 합니다. 몇 명의 친구들에게 나누어 줄 수 있는지 쓰시오.,( number0 - number1 ) / number2,7,0,name0이가 name1를 number0개를 사서 number1개를 먹고 나머지는 친구들에게 number2개씩 똑같이 나누어 주려고 합니다. 몇 명의 친구들에게 나누어 줄 수 있는지 쓰시오.,38 3 5 ,호석 사과 ,( number0 - number1 ) / number2
name0는 색연필 number0타를 사서 색연필 number1자루를 가지고 나머지는 number2명의 친구들에게 똑같이 나누어주려고 합니다. 친구들에게 각각 나누어주는 색연필은 몇 자루입니까?,( ( number0 * 12 ) - number1 ) / number2,6,3타=36,name0는 색연필 number0타를 사서 색연필 number1자루를 가지고 나머지는 number2명의 친구들에게 똑같이 나누어주려고 합니다. 친구들에게 각각 나누어주는 색연필은 몇 자루입니까?,3 6 5 ,윤기 ,( ( number0 * 12 ) - number1 ) / number2
name0+name1 = number0이고 number1 중 큰 수를 작은 수로 나누면 몫이 number2입니다. number3 중 작은 수를 쓰시오.,( number0 / 4 ) * 1,8,0,name0+name1 = number0이고 number1 중 큰 수를 작은 수로 나누면 몫이 number2입니다. number3 중 작은 수를 쓰시오.,32 2 3 2 ,A B ,( number0 / 4 ) * 1
name0가 number0개 있습니다. number1개의 name1가 썩어서 남은 name2를 한 어린이에게 number2개씩 나누어 주려고 합니다. 몇 명의 어린이에게 나누어 줄 수 있는지 쓰시오.,( number0 - number1 ) / number2,4,0,name0가 number0개 있습니다. number1개의 name1가 썩어서 남은 name2를 한 어린이에게 number2개씩 나누어 주려고 합니다. 몇 명의 어린이에게 나누어 줄 수 있는지 쓰시오.,45 13 8 ,사과 ,( number0 - number1 ) / number2
name0이네 number0학년 학생 number1명이 체험활동을 갑니다. number2명씩 탈 수 있는 name1 number3대가 출발하였습니다. 남은 학생들은 number4명씩 탈 수 있는 승합차를 탔습니다. 필요한 승합차는 몇 대입니까?,( number1 - ( number2 * number3 ) ) / number4,4,0,name0이네 number0학년 학생 number1명이 체험활동을 갑니다. number2명씩 탈 수 있는 name1 number3대가 출발하였습니다. 남은 학생들은 number4명씩 탈 수 있는 승합차를 탔습니다. 필요한 승합차는 몇 대입니까?,3 116 40 2 9 ,지민 버스 ,( number1 - ( number2 * number3 ) ) / number4
name0이는 아빠가 사오신 name1 number0개와 엄마가 사오신 name2 number1개를 number2개의 상자에 담아 모두 포장하였습니다. 포장한 상자는 모두 몇 봉지인지 쓰시오.,( number0 + number1 ) / number2,8,0,name0이는 아빠가 사오신 name1 number0개와 엄마가 사오신 name2 number1개를 number2개의 상자에 담아 모두 포장하였습니다. 포장한 상자는 모두 몇 봉지인지 쓰시오.,24 16 5 ,유정 사탕 ,( number0 + number1 ) / number2
키위 number0개를 봉지 number1개에 똑같이 나누어 담고 모둠별로 봉지를 number2개씩 주었습니다. name0네 모둠 number3명의 학생이 봉지에 있는 키위를 똑같이 나누어 가져갔다면 한 사람이 갖게 되는 키위는 몇 개일까요?,( number0 / number1 ) / number3,2,0,키위 number0개를 봉지 number1개에 똑같이 나누어 담고 모둠별로 봉지를 number2개씩 주었습니다. name0네 모둠 number3명의 학생이 봉지에 있는 키위를 똑같이 나누어 가져갔다면 한 사람이 갖게 되는 키위는 몇 개일까요?,24 3 1 4 ,유나 ,( number0 / number1 ) / number3
name0이 number0개씩 number1상자 있습니다. name1의 개수는 몇 개입니까?,number0 * number1,305,0,name0이 number0개씩 number1상자 있습니다. name1의 개수는 몇 개입니까?,61 5 ,달걀 ,number0 * number1
한 화분에 number0명씩 장미꽃을 각자 number1개씩 심으려고 합니다. 화분이 number2개이면 심을 장미꽃의 개수는 모두 몇 개입니까?,number0 * number2,54,0,한 화분에 number0명씩 장미꽃을 각자 number1개씩 심으려고 합니다. 화분이 number2개이면 심을 장미꽃의 개수는 모두 몇 개입니까?,18 1 3 ,,number0 * number2
주차장에 name0 number0대와 name1 number1대가 있습니다. 이 주차장에 있는 name2와 name3의 바퀴는 모두 몇 개인가요?,number0 * 4 + number1 * 2,164,1 (바퀴 수),주차장에 name0 number0대와 name1 number1대가 있습니다. 이 주차장에 있는 name2와 name3의 바퀴는 모두 몇 개인가요?,32 18 ,오토바이 자동차 ,number0 * 4 + number1 * 2
name0이는 어버이날 부모님께 드릴 카네이션을 만들기 위해 종이 number0장씩 number1묶음을 샀습니다. name1이가 산 종이는 모두 몇 장입니까?,number0 * number1,48,0,name0이는 어버이날 부모님께 드릴 카네이션을 만들기 위해 종이 number0장씩 number1묶음을 샀습니다. name1이가 산 종이는 모두 몇 장입니까?,24 2 ,정국 ,number0 * number1
name0이네 집에 name1 바구니가 number0바구니 있습니다. 한 바구니에 name2가 number1개씩 있다면 name3이네 집에 있는 name4의 개수는 모두 몇 개입니까?,number0 * number1,75,0,name0이네 집에 name1 바구니가 number0바구니 있습니다. 한 바구니에 name2가 number1개씩 있다면 name3이네 집에 있는 name4의 개수는 모두 몇 개입니까?,3 25 ,민영 사과 ,number0 * number1
name0이의 형의 나이는 number0세이고 name1이의 할아버지 나이는 name2이 형의 나이의 number1name3이다. name4이 할아버지의 나이를 구하시오.,number0 * number1,78,0,name0이의 형의 나이는 number0세이고 name1이의 할아버지 나이는 name2이 형의 나이의 number1name3이다. name4이 할아버지의 나이를 구하시오.,13 6 ,석진 배 배 ,number0 * number1
name0는 문구점에서 number0개에 number1원짜리 name1 number2개와 number3원짜리 name2 number4개를 샀습니다. name3가 낸 돈은 모두 얼마입니까?,number1 * number2 + number3 * number4,960,0,name0는 문구점에서 number0개에 number1원짜리 name1 number2개와 number3원짜리 name2 number4개를 샀습니다. name3가 낸 돈은 모두 얼마입니까?,1 80 9 60 4 ,유나 사탕 과자 ,number1 * number2 + number3 * number4
"name0는 공책을 number0권 가지고 있고, name1이는 name2가 가진 공책의 number1name3를 가지고 있습니다. name4와 name5이가 가진 공책은 모두 몇 권입니까?",number0 + ( number0 * number1 ),80,0,"name0는 공책을 number0권 가지고 있고, name1이는 name2가 가진 공책의 number1name3를 가지고 있습니다. name4와 name5이가 가진 공책은 모두 몇 권입니까?",20 3 ,남준 은지 배 배 ,number0 + ( number0 * number1 )
한 대에 number0명씩 탈 수 있는 name0가 있습니다. 이 name1 number1대에 탈 수 있는 인원은 모두 몇 명입니까?,number0 * number1,145,0,한 대에 number0명씩 탈 수 있는 name0가 있습니다. 이 name1 number1대에 탈 수 있는 인원은 모두 몇 명입니까?,29 5 ,버스 ,number0 * number1
색연필 한타는 number0자루이다 색연필 number1타는 몇자루일까?,number0 * number1,108,아홉 타 12*9,색연필 한타는 number0자루이다 색연필 number1타는 몇자루일까?,12 9 ,,number0 * number1
name0이네 학교 number0학년은 모두 number1학급이고 각 학급의 학생 수는 number2명이다. name1이네 학교 number3학년 학생은 모두 몇 명인지 구하시오.,number1 * number2,243,0,name0이네 학교 number0학년은 모두 number1학급이고 각 학급의 학생 수는 number2명이다. name1이네 학교 number3학년 학생은 모두 몇 명인지 구하시오.,3 9 27 3 ,남준 ,number1 * number2
꽃집에서 튤립 number0송이씩 포장하여 꽃다발을 number1다발 만들었다. 꽃다발을 만드는데 사용한 튤립은 모두 몇 송이인지 고르시오.,number0 * number1,72,0,꽃집에서 튤립 number0송이씩 포장하여 꽃다발을 number1다발 만들었다. 꽃다발을 만드는데 사용한 튤립은 모두 몇 송이인지 고르시오.,24 3 ,,number0 * number1
한 봉지에 number0개씩 들어있는 name0을 number1봉지 선물하려고 합니다. name1의 개수는 몇 개입니까?,number0 * number1,45,0,한 봉지에 number0개씩 들어있는 name0을 number1봉지 선물하려고 합니다. name1의 개수는 몇 개입니까?,15 3 ,사탕 ,number0 * number1
name0이네 농장에는 닭 number0마리와 고양이 number1마리가 있습니다. name1이네 농장에 있는 닭과 고양이의 다리의 수는 모두 몇 개입니까?,number0  * 2 + number1 * 4,186,1 (동물 다리 수 두발동물/네발동물),name0이네 농장에는 닭 number0마리와 고양이 number1마리가 있습니다. name1이네 농장에 있는 닭과 고양이의 다리의 수는 모두 몇 개입니까?,37 28 ,정국 ,number0  * 2 + number1 * 4
한 상자에 계란이 number0개씩 들어 있습니다. number1상자가 있다면 계란의 개수는 몇 개입니까?,number0 * number1,140,0,한 상자에 계란이 number0개씩 들어 있습니다. number1상자가 있다면 계란의 개수는 몇 개입니까?,20 7 ,,number0 * number1
name0이는 카네이션을 하루에 number0개 name1이는 하루에 number1개 접습니다. 두사람이 number2일동안 접은 카네이션의 개수는 모두 몇 개입니까?,( number0 + number1 ) * number2,156,0,name0이는 카네이션을 하루에 number0개 name1이는 하루에 number1개 접습니다. 두사람이 number2일동안 접은 카네이션의 개수는 모두 몇 개입니까?,24 15 4 ,태형 남준 ,( number0 + number1 ) * number2
"name0은 한 봉지에 number0개씩 들어있고 name1는 한 봉지에 number1개씩 들어있습니다. name2은 number2봉지, name3는 number3봉지가 있다면 더 많은 것은 name4엇인가요?",'name0' if number0 * number2 > number1 * number3 else 'name1',과자,0,"name0은 한 봉지에 number0개씩 들어있고 name1는 한 봉지에 number1개씩 들어있습니다. name2은 number2봉지, name3는 number3봉지가 있다면 더 많은 것은 name4엇인가요?",37 28 6 8 ,사탕 과자 무 ,'name0' if number0 * number2 > number1 * number3 else 'name1'
name0이는 테이프 number0개를 가지고 있습니다. name1이는 테이프를 한 사람에게 number1개씩 number2명에게 나누어 주었다면 남은 테이프의 수는 모두 몇 개입니까?,number0 - ( number1 * number2 ),18,0,name0이는 테이프 number0개를 가지고 있습니다. name1이는 테이프를 한 사람에게 number1개씩 number2명에게 나누어 주었다면 남은 테이프의 수는 모두 몇 개입니까?,96 6 13 ,호석 ,number0 - ( number1 * number2 )
올해 name0의 나이는 number0세이고 name1 아버지의 나이는 name2의 나이의 number1name3입니다. 내년의 name4 아버지의 나이를 구하시오.,number0 * number1 + 1,41,올해 내년,올해 name0의 나이는 number0세이고 name1 아버지의 나이는 name2의 나이의 number1name3입니다. 내년의 name4 아버지의 나이를 구하시오.,10 4 ,유나 배 배 ,number0 * number1 + 1
"name0이는 집에서 number0km 떨어진 name1에 갔다. number1km number2m는 name2를 타고 가고, 나머지는 걸어서 갔을 때, name3이가 걸어간 거리는 몇 m인가요?",( number0 * 1000 ) - ( number1 * 1000 + number2 ),200,1000 상수 (길이변환),"name0이는 집에서 number0km 떨어진 name1에 갔다. number1km number2m는 name2를 타고 가고, 나머지는 걸어서 갔을 때, name3이가 걸어간 거리는 몇 m인가요?",2 1 800 ,태형 도서관 자동차 ,( number0 * 1000 ) - ( number1 * 1000 + number2 )
number0cm number1mm와 number2mm 길이의 막대 number3개를 이어 붙이면 길이는 몇 cm입니까?,( number0 * 10 + number1 + number2 ) / 10,9.90,10 상수 (길이 변환),number0cm number1mm와 number2mm 길이의 막대 number3개를 이어 붙이면 길이는 몇 cm입니까?,5 3 46 2 ,,( number0 * 10 + number1 + number2 ) / 10
name0이가 간식을 먹기 위해 전자레인지에 팝콘을 넣었습니다. number0분 number1초 동안 가number2한 후 꺼내서 다시 number3초를 더 가number4하였습니다. name1이가 기다린 시간은 몇 초입니까?,number0 * 60 + number1 + number3,745,0,name0이가 간식을 먹기 위해 전자레인지에 팝콘을 넣었습니다. number0분 number1초 동안 가number2한 후 꺼내서 다시 number3초를 더 가number4하였습니다. name1이가 기다린 시간은 몇 초입니까?,7 38 10 287 10 ,석진 ,number0 * 60 + number1 + number3
name0이네 집에서 마트까지는 number0km number1m이고 마트에서 수영장까지는 number2km number3m입니다. name1이네 집에서 마트까지의 거리는 마트에서 수영장까지의 거리보다 몇 km 더 먼지 쓰시오.,( ( number0 * 1000 + number1 ) - ( number2 * 1000 + number3 ) ) / 1000,2.50,1000 상수 (길이변환),name0이네 집에서 마트까지는 number0km number1m이고 마트에서 수영장까지는 number2km number3m입니다. name1이네 집에서 마트까지의 거리는 마트에서 수영장까지의 거리보다 몇 km 더 먼지 쓰시오.,4 700 2 200 ,태형 ,( ( number0 * 1000 + number1 ) - ( number2 * 1000 + number3 ) ) / 1000
name0는 number0cm number1mm 짜리 name1 리본과 number2cm number3mm 짜리 name2 리본을 이어 붙였다. 이어서 붙인 리본의 길이는 몇 mm가 되었나요?,( number0 * 10 + number1 ) + ( number2 * 10 + number3 ),78,10 상수 (길이 변환),name0는 number0cm number1mm 짜리 name1 리본과 number2cm number3mm 짜리 name2 리본을 이어 붙였다. 이어서 붙인 리본의 길이는 몇 mm가 되었나요?,3 2 4 6 ,윤기 노란색 빨간색 ,( number0 * 10 + number1 ) + ( number2 * 10 + number3 )
문구점에서 name0를 바구니에는 number0개씩 넣고 상자에는 number1개씩 넣었습니다. 바구니 number2개와 상자 number3개에 들어있는 name1는 모두 몇 개입니까?,number0 * number2 + number1 * number3,200,0,문구점에서 name0를 바구니에는 number0개씩 넣고 상자에는 number1개씩 넣었습니다. 바구니 number2개와 상자 number3개에 들어있는 name1는 모두 몇 개입니까?,24 20 5 4 ,과자 ,number0 * number2 + number1 * number3
길이가 number0cm number1mm인 종이테이프 두 장을 number2cm number3mm겹치게 이어 붙였습니다. 이어 붙인 종이테이프의 전체 길이는 몇 cm입니까?,( number0 * 10 + number1 ) * 2 - ( number2 * 10 + number3 ),25.40,10 상수 (길이변환),길이가 number0cm number1mm인 종이테이프 두 장을 number2cm number3mm겹치게 이어 붙였습니다. 이어 붙인 종이테이프의 전체 길이는 몇 cm입니까?,14 6 3 8 ,,( number0 * 10 + number1 ) * 2 - ( number2 * 10 + number3 )
"한 바구니에 name0은 number0개씩 담을 수 있고, name1는 number1개씩 담을 수 있습니다. name2 number2개와 name3 number3개를 각각 상자에 담았을 때 name4이 몇 상자 더 많은 지 쓰시오.",( number2 / number0 ) + ( number3 / number1 ),39,0,"한 바구니에 name0은 number0개씩 담을 수 있고, name1는 number1개씩 담을 수 있습니다. name2 number2개와 name3 number3개를 각각 상자에 담았을 때 name4이 몇 상자 더 많은 지 쓰시오.",17 38 408 570 ,수박 토마토 ,( number2 / number0 ) + ( number3 / number1 )
name0이는 name1 number0개를 상자에 number1개씩 담아 포장하였습니다. 포장하고 남는 name2은 몇 개인지 옳게 구한 것은 어느 것입니까?,number0 % number1,10,0,name0이는 name1 number0개를 상자에 number1개씩 담아 포장하였습니다. 포장하고 남는 name2은 몇 개인지 옳게 구한 것은 어느 것입니까?,685 15 ,호석 귤 ,number0 % number1
연필 number0타를 담을 수 있는 상자에 연필을 나누어 포장하려고 할 때 갖고 있는 연필이 총 number1자루 있다면 필요한 상자 수와 남은 연필의 개수를 구하시오.,number1 % ( 12 * number0 ),17,0,연필 number0타를 담을 수 있는 상자에 연필을 나누어 포장하려고 할 때 갖고 있는 연필이 총 number1자루 있다면 필요한 상자 수와 남은 연필의 개수를 구하시오.,5 497 ,,number1 % ( 12 * number0 )
name0이네 농장에서 딴 name1 number0개를 한 상자에 number1개씩 나누어 담고 남은 것은 다 먹었습니다. 먹은 name2는 몇 개인지 쓰시오.,number0 % number1,18,0,name0이네 농장에서 딴 name1 number0개를 한 상자에 number1개씩 나누어 담고 남은 것은 다 먹었습니다. 먹은 name2는 몇 개인지 쓰시오.,658 40 ,정국 배 배 ,number0 % number1
name0를 number0로 나누었더니 몫이 number1이고 나머지가 number2였습니다. name1를 구하시오.,number0 * number1 + number2,896,0,name0를 number0로 나누었더니 몫이 number1이고 나머지가 number2였습니다. name1를 구하시오.,38 23 22 ,B ,number0 * number1 + number2
number0명이 일하는 공장에 한 사람이 하루에 number1개의 물건을 만든다고 한다. 이 공장에서 number2주 동안 만들 수 있는 물건은 모두 몇 개 인지 쓰시오.,number0 * number1 * ( number2 * 7 ),3360,1 (2주),number0명이 일하는 공장에 한 사람이 하루에 number1개의 물건을 만든다고 한다. 이 공장에서 number2주 동안 만들 수 있는 물건은 모두 몇 개 인지 쓰시오.,12 20 2 ,,number0 * number1 * ( number2 * 7 )
길이가 number0m number1cm 인 수수깡을 한 조각이 number2cm가 되게 잘랐습니다. 만들 수 있는 number3cm짜리 수수깡의 수를 쓰시오.,( number0 * 100 + number1 ) // number3,8,100 상수 (길이변환),길이가 number0m number1cm 인 수수깡을 한 조각이 number2cm가 되게 잘랐습니다. 만들 수 있는 number3cm짜리 수수깡의 수를 쓰시오.,6 27 70 70 ,,( number0 * 100 + number1 ) // number3
어떤 수에 number0를 곱해야할 것을 더하였더니 number1가 되었다. 바르게 계산한 값은?,( number1 - number0 ) * number0,3780,0,어떤 수에 number0를 곱해야할 것을 더하였더니 number1가 되었다. 바르게 계산한 값은?,45 129 ,,( number1 - number0 ) * number0
한 학급에 학생이 number0명씩 모두 number1개의 학급이 있습니다. 한 사람이 하루에 name0 한 곽씩 마신다면 number2일동안 number3학년 학생들이 마신 name1는 모두 몇 곽인지 쓰시오.,number0 * number1 * number2,1600,0,한 학급에 학생이 number0명씩 모두 number1개의 학급이 있습니다. 한 사람이 하루에 name0 한 곽씩 마신다면 number2일동안 number3학년 학생들이 마신 name1는 모두 몇 곽인지 쓰시오.,32 10 5 3 ,우유 ,number0 * number1 * number2
name0이네 반 학생 number0명이 운동장에 모여있습니다. 한 줄에 number1명씩 선다면 마지막 줄에 서는 학생은 몇 명인지 쓰시오.,number0 % number1,2,마지막 줄,name0이네 반 학생 number0명이 운동장에 모여있습니다. 한 줄에 number1명씩 선다면 마지막 줄에 서는 학생은 몇 명인지 쓰시오.,42 5 ,태형 ,number0 % number1
정사각형의 네 변의 길이를 합하면 number0cm입니다. 한 변의 길이는 몇 cm인지 쓰시오.,number0 / 4,24,정사각형,정사각형의 네 변의 길이를 합하면 number0cm입니다. 한 변의 길이는 몇 cm인지 쓰시오.,96 ,,number0 / 4
우리 반의 학생 수는 모두 number0명입니다. 한 책상 당 number1명씩 앉을 수 있다면 우리 반 학생 모두가 앉기 위해 책상은 최소한 몇 개가 필요한 지 쓰시오.,number0 // number1 + 1 if number0 % number1 != 0 else number0 // number1,15,0,우리 반의 학생 수는 모두 number0명입니다. 한 책상 당 number1명씩 앉을 수 있다면 우리 반 학생 모두가 앉기 위해 책상은 최소한 몇 개가 필요한 지 쓰시오.,57 4 ,,number0 // number1 + 1 if number0 % number1 != 0 else number0 // number1
name0가 가진 리본은 number0cm이고 name1이는 길이가 number1cm인 리본은 똑같이 number2개로 나눈 것 중 number3를 가지고 있습니다. name2가 가진 끈은 name3이가 가진 끈의 몇 name4일까?,number0 / ( number1 / number2 ),5,0,name0가 가진 리본은 number0cm이고 name1이는 길이가 number1cm인 리본은 똑같이 number2개로 나눈 것 중 number3를 가지고 있습니다. name2가 가진 끈은 name3이가 가진 끈의 몇 name4일까?,140 84 3 1 ,유나 태형 배 배 ,number0 / ( number1 / number2 )
number0분에 number1km를 달리는 name0와 number2분에 number3km를 달리는 name1가 있습니다. number4분 동안 같은 속도로 달렸다면 name2는 name3보다 몇 km 더 많이 가는 지 쓰시오.,( ( number1 / number0 ) - ( number3 / number2 ) ) * number4,15,0,number0분에 number1km를 달리는 name0와 number2분에 number3km를 달리는 name1가 있습니다. number4분 동안 같은 속도로 달렸다면 name2는 name3보다 몇 km 더 많이 가는 지 쓰시오.,10 13 15 12 30 ,자동차 버스 ,( ( number1 / number0 ) - ( number3 / number2 ) ) * number4
고양이 number0마리는 number1마리씩 우리에 넣고 강아지 number2마리는 number3마리씩 우리에 넣었다. 우리는 모두 몇개인가?,number0 / number1 + number2 / number3,10,0,고양이 number0마리는 number1마리씩 우리에 넣고 강아지 number2마리는 number3마리씩 우리에 넣었다. 우리는 모두 몇개인가?,20 5 18 3 ,,number0 / number1 + number2 / number3
"name0는 number0개에 number1,number2원이고 name1은 number3개에 number4원입니다. name2 number5개는 name3 number6개보다 얼마나 더 비싼 지 구해보시오.",4850 / number0 - number4 / number3,260,0,"name0는 number0개에 number1,number2원이고 name1은 number3개에 number4원입니다. name2 number5개는 name3 number6개보다 얼마나 더 비싼 지 구해보시오.",5 4 850 4 2840 1 1 ,사탕 과자 ,4850 / number0 - number4 / number3
서울에서 대구까지의 거리는 number0km입니다. number1시간에 number2km를 가는 name0로 서울에서 출발하여 대구까지 가려고 합니다. number3시간을 갔다면 남은 거리는 몇 km인지 쓰시오.,number0 - ( number2 * number3 ),126,0,서울에서 대구까지의 거리는 number0km입니다. number1시간에 number2km를 가는 name0로 서울에서 출발하여 대구까지 가려고 합니다. number3시간을 갔다면 남은 거리는 몇 km인지 쓰시오.,296 1 85 2 ,자동차 ,number0 - ( number2 * number3 )
크기가 같은 정삼각형을 여러 개 만들려고 길이가 number0cm인 끈을 number1명에게 똑같이 나누어 주었더니 number2cm가 남았습니다. 만든 정삼각형의 한 변의 길이는 몇 cm 일까요?,( number0 - number2 ) / number1,21,1 (정삼각형),크기가 같은 정삼각형을 여러 개 만들려고 길이가 number0cm인 끈을 number1명에게 똑같이 나누어 주었더니 number2cm가 남았습니다. 만든 정삼각형의 한 변의 길이는 몇 cm 일까요?,320 15 5 ,,( number0 - number2 ) / number1
"number0초 동안 수도꼭지 name0, name1, name2에서 나온 물의 양이 각각 number1name3, number2name4, number3name5라고 할 때, 수도꼭지 name6, name7, name8에서 number4초 동안 받은 물의 양은 모두 몇 name9인가?",number1 + number2 + number3,1.4,0,"number0초 동안 수도꼭지 name0, name1, name2에서 나온 물의 양이 각각 number1name3, number2name4, number3name5라고 할 때, 수도꼭지 name6, name7, name8에서 number4초 동안 받은 물의 양은 모두 몇 name9인가?",10 0.2 0.5 0.7 10 ,A B C L ,number1 + number2 + number3
